aX_mean,aX_stddev,aX_rms,aX_min,aX_max,aX_psdMean,aX_psdMax,aY_mean,aY_stddev,aY_rms,aY_min,aY_max,aY_psdMean,aY_psdMax,aZ_mean,aZ_stddev,aZ_rms,aZ_min,aZ_max,aZ_psdMean,aZ_psdMax,gX_mean,gX_stddev,gX_rms,gX_min,gX_max,gX_psdMean,gX_psdMax,gY_mean,gY_stddev,gY_rms,gY_min,gY_max,gY_psdMean,gY_psdMax,gZ_mean,gZ_stddev,gZ_rms,gZ_min,gZ_max,gZ_psdMean,gZ_psdMax
0.505992,0.017480,0.506294,0.459259,0.544678,0.000005,0.000135,0.533940,0.026867,0.534615,0.477234,0.590210,0.000013,0.000341,0.610746,0.122799,0.622969,0.366287,0.755142,0.000262,0.011997,0.500763,0.007386,0.500817,0.487793,0.518127,0.000001,0.000016,0.502400,0.031191,0.503367,0.447052,0.562897,0.000017,0.000918,0.502493,0.010533,0.502603,0.478088,0.531097,0.000002,0.000061
0.494882,0.020128,0.495292,0.447739,0.533615,0.000007,0.000169,0.511161,0.021981,0.511633,0.463959,0.558701,0.000008,0.000138,0.615055,0.126765,0.627983,0.402771,0.802399,0.000279,0.010716,0.499690,0.010356,0.499798,0.482803,0.529800,0.000002,0.000035,0.499197,0.038812,0.500703,0.416351,0.561142,0.000026,0.001258,0.501128,0.010998,0.501249,0.481888,0.519531,0.000002,0.000066
0.497205,0.046200,0.499347,0.381714,0.563370,0.000037,0.001341,0.506220,0.028209,0.507005,0.425476,0.574326,0.000014,0.000245,0.610246,0.140822,0.626284,0.412476,0.938843,0.000345,0.013679,0.500953,0.009807,0.501049,0.479401,0.520370,0.000002,0.000081,0.500264,0.040714,0.501918,0.440323,0.589432,0.000029,0.001508,0.501457,0.010551,0.501568,0.472305,0.527344,0.000002,0.000034
0.459282,0.050484,0.462048,0.281158,0.516663,0.000044,0.000928,0.524150,0.057714,0.527317,0.431854,0.730179,0.000058,0.000954,0.635034,0.169960,0.657385,0.272629,0.958511,0.000503,0.014112,0.501346,0.014914,0.501568,0.469299,0.544968,0.000004,0.000074,0.496173,0.050568,0.498743,0.370300,0.575302,0.000045,0.002217,0.505112,0.017915,0.505430,0.478485,0.575577,0.000006,0.000122
0.469834,0.058810,0.473500,0.278244,0.551147,0.000060,0.001378,0.506636,0.040450,0.508248,0.365982,0.670898,0.000028,0.000323,0.619178,0.157531,0.638903,0.240173,0.978027,0.000432,0.010240,0.501369,0.014015,0.501565,0.479691,0.556076,0.000003,0.000088,0.500787,0.046535,0.502945,0.350540,0.555573,0.000038,0.001617,0.502290,0.013168,0.502462,0.477249,0.562195,0.000003,0.000045
0.510079,0.038554,0.511534,0.447006,0.580185,0.000026,0.001028,0.498822,0.015682,0.499068,0.470627,0.536957,0.000004,0.000076,0.609143,0.101482,0.617538,0.448929,0.731934,0.000179,0.007953,0.497178,0.007258,0.497231,0.485382,0.520660,0.000001,0.000035,0.511759,0.026800,0.512460,0.449265,0.547195,0.000013,0.000740,0.501445,0.006189,0.501483,0.488037,0.514664,0.000001,0.000026
0.494179,0.048010,0.496505,0.401688,0.576584,0.000040,0.001637,0.511679,0.016816,0.511955,0.484970,0.563446,0.000005,0.000121,0.612771,0.106816,0.622011,0.457397,0.788177,0.000199,0.008253,0.498921,0.005217,0.498949,0.490753,0.514526,0.000000,0.000011,0.511267,0.029867,0.512138,0.433182,0.552505,0.000016,0.000877,0.501124,0.006401,0.501164,0.489319,0.519165,0.000001,0.000028
0.496150,0.034944,0.497379,0.375427,0.566284,0.000021,0.000434,0.521440,0.024679,0.522024,0.474594,0.592972,0.000011,0.000256,0.613212,0.131013,0.627052,0.394531,0.844223,0.000299,0.009791,0.499075,0.006060,0.499112,0.485703,0.517853,0.000001,0.000014,0.508517,0.032430,0.509550,0.400040,0.553513,0.000018,0.000902,0.500242,0.007474,0.500297,0.485107,0.516144,0.000001,0.000026
0.482106,0.057113,0.485477,0.311462,0.556549,0.000057,0.001127,0.508122,0.026209,0.508797,0.446472,0.575256,0.000012,0.000245,0.622458,0.141222,0.638278,0.423538,0.933411,0.000347,0.009605,0.498561,0.012098,0.498707,0.476990,0.532700,0.000003,0.000098,0.508952,0.040483,0.510559,0.370560,0.569931,0.000029,0.001171,0.503028,0.011450,0.503158,0.471313,0.541443,0.000002,0.000050
0.500410,0.043231,0.502274,0.382339,0.586136,0.000033,0.000689,0.516808,0.030479,0.517706,0.458344,0.602524,0.000016,0.000670,0.630112,0.119205,0.641288,0.416382,0.929687,0.000247,0.006370,0.502681,0.013082,0.502851,0.484573,0.535004,0.000003,0.000067,0.510558,0.033630,0.511664,0.393127,0.552521,0.000020,0.000624,0.498757,0.009174,0.498841,0.480530,0.540283,0.000001,0.000043
