aX_mean,aX_stddev,aX_rms,aX_min,aX_max,aX_psdMean,aX_psdMax,aY_mean,aY_stddev,aY_rms,aY_min,aY_max,aY_psdMean,aY_psdMax,aZ_mean,aZ_stddev,aZ_rms,aZ_min,aZ_max,aZ_psdMean,aZ_psdMax,gX_mean,gX_stddev,gX_rms,gX_min,gX_max,gX_psdMean,gX_psdMax,gY_mean,gY_stddev,gY_rms,gY_min,gY_max,gY_psdMean,gY_psdMax,gZ_mean,gZ_stddev,gZ_rms,gZ_min,gZ_max,gZ_psdMean,gZ_psdMax
0.459393,0.142094,0.480866,0.000061,0.532867,0.000351,0.007166,0.611337,0.051916,0.613538,0.519653,0.766190,0.000047,0.001207,0.522433,0.182325,0.553335,0.000183,0.999939,0.000579,0.010398,0.513647,0.018010,0.513962,0.484726,0.556030,0.000006,0.000150,0.505929,0.061433,0.509645,0.460159,0.730621,0.000066,0.001478,0.500861,0.017590,0.501170,0.469666,0.566803,0.000005,0.000095
0.404128,0.157816,0.433849,0.000061,0.551178,0.000434,0.009812,0.521355,0.242802,0.575121,0.000061,0.989258,0.001026,0.021716,0.608423,0.073814,0.612885,0.444382,0.822510,0.000095,0.001851,0.498324,0.009738,0.498419,0.460464,0.516541,0.000002,0.000023,0.505984,0.020454,0.506397,0.480774,0.573181,0.000007,0.000214,0.514937,0.064022,0.518902,0.463135,0.676712,0.000071,0.002380
0.401400,0.154482,0.430101,0.000061,0.544235,0.000415,0.012400,0.580704,0.230038,0.624608,0.161285,0.999939,0.000921,0.025815,0.588387,0.114455,0.599415,0.376724,0.830612,0.000228,0.007243,0.501712,0.013097,0.501883,0.462891,0.538116,0.000003,0.000068,0.509524,0.038130,0.510949,0.458832,0.598221,0.000025,0.000689,0.513498,0.067757,0.517949,0.446014,0.698151,0.000080,0.001702
0.426892,0.122024,0.443989,0.009888,0.536163,0.000259,0.006011,0.518487,0.196133,0.554344,0.000061,0.949142,0.000670,0.011129,0.618439,0.064175,0.621760,0.424774,0.766083,0.000072,0.001309,0.500025,0.012467,0.500180,0.462036,0.529251,0.000003,0.000046,0.505088,0.020258,0.505495,0.481979,0.563858,0.000007,0.000206,0.511727,0.057817,0.514982,0.463165,0.693756,0.000058,0.002058
0.417736,0.131925,0.438073,0.058319,0.526367,0.000303,0.010123,0.519658,0.165564,0.545395,0.104309,0.910919,0.000477,0.008771,0.620213,0.054860,0.622634,0.474289,0.748795,0.000052,0.001114,0.500527,0.008640,0.500601,0.473999,0.523209,0.000001,0.000019,0.506552,0.024064,0.507124,0.477234,0.577530,0.000010,0.000441,0.511393,0.065538,0.515576,0.458893,0.693680,0.000075,0.002797
0.457479,0.101190,0.468537,0.121490,0.533722,0.000178,0.003603,0.572719,0.127659,0.586774,0.276886,0.935806,0.000284,0.006170,0.593456,0.090718,0.600349,0.384262,0.813141,0.000143,0.002160,0.501212,0.009067,0.501294,0.475174,0.531586,0.000001,0.000018,0.497880,0.029752,0.498768,0.465408,0.582703,0.000015,0.000447,0.497675,0.048987,0.500080,0.452286,0.678558,0.000042,0.001275
0.422537,0.140233,0.445200,0.043091,0.535797,0.000342,0.010407,0.534765,0.161276,0.558555,0.171631,0.958679,0.000453,0.007912,0.611337,0.114003,0.621876,0.340149,0.854431,0.000226,0.003601,0.499877,0.013865,0.500069,0.450134,0.521317,0.000003,0.000067,0.509460,0.041322,0.511133,0.472549,0.611877,0.000030,0.001219,0.510490,0.059082,0.513897,0.460312,0.686401,0.000061,0.002006
0.460851,0.094641,0.470469,0.148651,0.527710,0.000156,0.002892,0.556173,0.141534,0.573900,0.198868,0.853500,0.000349,0.008288,0.593549,0.082542,0.599261,0.360886,0.824921,0.000119,0.003003,0.504991,0.009363,0.505078,0.472153,0.527451,0.000002,0.000019,0.499918,0.030311,0.500836,0.461197,0.582474,0.000016,0.000530,0.499097,0.047229,0.501327,0.466431,0.670410,0.000039,0.000861
0.422035,0.135112,0.443135,0.069550,0.514816,0.000318,0.010771,0.534623,0.143413,0.553524,0.208771,0.844101,0.000358,0.009805,0.612405,0.118484,0.623761,0.350693,0.856110,0.000244,0.006567,0.501653,0.013150,0.501825,0.459213,0.529892,0.000003,0.000048,0.507681,0.044231,0.509604,0.456573,0.618286,0.000034,0.001201,0.506263,0.051002,0.508826,0.468765,0.660202,0.000045,0.001653
0.448884,0.126777,0.466443,0.000061,0.533966,0.000280,0.003704,0.561640,0.172765,0.587612,0.085358,0.966476,0.000520,0.013449,0.585492,0.126057,0.598909,0.286591,0.957199,0.000277,0.005093,0.506341,0.011751,0.506478,0.469635,0.547974,0.000002,0.000026,0.497074,0.032614,0.498143,0.449448,0.596512,0.000019,0.000630,0.502874,0.048197,0.505178,0.461914,0.689163,0.000040,0.001363
