aX_mean,aX_stddev,aX_rms,aX_min,aX_max,aX_psdMean,aX_psdMax,aY_mean,aY_stddev,aY_rms,aY_min,aY_max,aY_psdMean,aY_psdMax,aZ_mean,aZ_stddev,aZ_rms,aZ_min,aZ_max,aZ_psdMean,aZ_psdMax,gX_mean,gX_stddev,gX_rms,gX_min,gX_max,gX_psdMean,gX_psdMax,gY_mean,gY_stddev,gY_rms,gY_min,gY_max,gY_psdMean,gY_psdMax,gZ_mean,gZ_stddev,gZ_rms,gZ_min,gZ_max,gZ_psdMean,gZ_psdMax
0.378371,0.059323,0.382994,0.276199,0.480499,0.000000,0.000003,0.429017,0.185660,0.467467,0.026672,0.685608,0.000001,0.000021,0.605603,0.217718,0.643549,0.239471,0.999939,0.000001,0.000037,0.485142,0.033603,0.486305,0.414734,0.658173,0.000000,0.000000,0.501799,0.053346,0.504627,0.395782,0.571442,0.000000,0.000003,0.503814,0.039485,0.505359,0.417023,0.582947,0.000000,0.000001
0.377685,0.054082,0.381537,0.271469,0.473740,0.000000,0.000003,0.444214,0.210111,0.491398,0.000061,0.721054,0.000001,0.000034,0.605152,0.210915,0.640855,0.349380,0.999939,0.000001,0.000045,0.483322,0.018474,0.483675,0.436920,0.518829,0.000000,0.000000,0.502730,0.052918,0.505507,0.421188,0.578918,0.000000,0.000003,0.502324,0.046113,0.504436,0.433990,0.587845,0.000000,0.000002
0.387812,0.042671,0.390152,0.317749,0.477234,0.000000,0.000001,0.441807,0.198329,0.484281,0.000061,0.692886,0.000001,0.000029,0.610720,0.221192,0.649542,0.304733,0.999939,0.000001,0.000044,0.481048,0.020482,0.481484,0.421219,0.524063,0.000000,0.000000,0.504702,0.051249,0.507298,0.411087,0.569168,0.000000,0.000002,0.499957,0.045628,0.502035,0.417694,0.586655,0.000000,0.000002
0.384384,0.051521,0.387822,0.292465,0.469498,0.000000,0.000001,0.415888,0.208586,0.465265,0.000061,0.701263,0.000001,0.000027,0.603323,0.205619,0.637399,0.341644,0.999939,0.000001,0.000035,0.482024,0.026269,0.482739,0.427094,0.581284,0.000000,0.000000,0.499310,0.055571,0.502393,0.415405,0.576614,0.000000,0.000002,0.500146,0.045460,0.502208,0.418091,0.585251,0.000000,0.000002
0.382318,0.052839,0.385952,0.287994,0.488480,0.000000,0.000002,0.417243,0.201617,0.463402,0.000061,0.588699,0.000001,0.000025,0.607215,0.193811,0.637395,0.350555,0.999939,0.000001,0.000030,0.482358,0.022180,0.482868,0.433945,0.542831,0.000000,0.000000,0.500325,0.054538,0.503289,0.412857,0.575394,0.000000,0.000002,0.502238,0.047542,0.504483,0.404800,0.581833,0.000000,0.000002
0.383527,0.042770,0.385904,0.316391,0.485077,0.000000,0.000001,0.431347,0.185026,0.469355,0.014374,0.625992,0.000001,0.000021,0.631662,0.188601,0.659217,0.370010,0.963455,0.000001,0.000031,0.479523,0.012572,0.479688,0.450729,0.513672,0.000000,0.000000,0.500401,0.055603,0.503481,0.396286,0.584442,0.000000,0.000003,0.505646,0.046918,0.507818,0.423965,0.575653,0.000000,0.000002
0.399823,0.054179,0.403477,0.278763,0.492096,0.000000,0.000003,0.457040,0.212724,0.504120,0.000061,0.863632,0.000001,0.000022,0.611359,0.164688,0.633152,0.319427,0.999939,0.000000,0.000009,0.503920,0.017365,0.504219,0.456329,0.542511,0.000000,0.000000,0.491730,0.041209,0.493454,0.413712,0.564056,0.000000,0.000001,0.508082,0.038074,0.509506,0.430099,0.574997,0.000000,0.000001
0.391687,0.041873,0.393919,0.269073,0.449814,0.000000,0.000000,0.433829,0.192724,0.474711,0.060715,0.755417,0.000001,0.000034,0.562296,0.184975,0.591939,0.323471,0.885132,0.000001,0.000027,0.511454,0.017651,0.511759,0.475021,0.563766,0.000000,0.000000,0.499536,0.046502,0.501695,0.421753,0.575424,0.000000,0.000002,0.509684,0.037358,0.511052,0.440735,0.561676,0.000000,0.000001
0.401367,0.044862,0.403867,0.264557,0.453674,0.000000,0.000001,0.432050,0.166491,0.463019,0.173096,0.737076,0.000000,0.000025,0.584311,0.207383,0.620022,0.339020,0.894531,0.000001,0.000037,0.514343,0.015219,0.514568,0.484482,0.552490,0.000000,0.000000,0.504648,0.046738,0.506808,0.414398,0.579956,0.000000,0.000002,0.502896,0.035955,0.504179,0.441193,0.551697,0.000000,0.000001
0.432145,0.054933,0.435622,0.291580,0.502762,0.000000,0.000001,0.449243,0.151497,0.474100,0.209091,0.825150,0.000000,0.000014,0.633718,0.169623,0.656027,0.364197,0.932144,0.000001,0.000022,0.507786,0.007684,0.507844,0.494034,0.536865,0.000000,0.000000,0.501360,0.030390,0.502280,0.441010,0.579330,0.000000,0.000001,0.496178,0.031563,0.497181,0.436264,0.546829,0.000000,0.000001
